risk_rank,customer_id,customer_name,customer_country,customer_city,customer_home_store_id,payment_day,payment_count,payment_amount,history_days,history_payment_count,avg_payment_amount_30d,stddev_payment_amount_30d,amount_z_score,avg_payment_count_30d,stddev_payment_count_30d,count_z_score,off_home_staff_payment_count,off_home_staff_payment_share,most_frequent_staff_id,most_frequent_staff_name,most_frequent_staff_payment_count,main_category_id,main_category_name,main_category_payment_count,risk_score
666,25,DEBORAH WALKER,Pakistan,Shikarpur,1,2005-07-07,3,6.97,5,6,6.79,1.7872,0.1018,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,7,Drama,1,118.74
667,177,SAMANTHA DUNCAN,Mexico,Matamoros,2,2005-08-01,3,8.97,5,7,4.59,4.8235,0.9089,1.4,0.7071,2.2627,2,0.6667,1,Mike Hillyer,2,14,Sci-Fi,1,117.57
668,596,ENRIQUE FORSYTHE,Greece,Patras,1,2005-08-01,3,8.97,4,6,5.49,2.3707,1.47,1.5,1.0,1.5,2,0.6667,2,Jon Stephens,2,14,Sci-Fi,1,117.14
669,414,VINCENT RALSTON,Mexico,Allende,1,2005-07-31,3,11.97,5,7,5.79,4.4337,1.3948,1.4,1.0,1.6,2,0.6667,2,Jon Stephens,2,15,Sports,1,117.12
670,303,WILLIAM SATTERFIELD,Yemen,Sanaa,2,2005-07-29,3,8.97,4,6,6.99,2.444,0.8122,1.5,0.5774,2.5981,1,0.3333,2,Jon Stephens,2,16,Travel,1,117.1
671,39,DEBRA NELSON,Brazil,Vila Velha,1,2005-08-01,4,20.96,8,15,9.23,8.4023,1.3959,1.88,1.2536,1.6952,2,0.5,1,Mike Hillyer,2,10,Games,3,116.69
672,129,CARRIE PORTER,China,Liaocheng,1,2005-08-01,5,14.95,6,15,9.31,8.8611,0.6367,2.5,1.0954,2.2822,3,0.6,2,Jon Stephens,3,9,Foreign,1,115.93
673,342,HAROLD MARTINO,Brazil,Boa Vista,1,2005-07-31,4,12.96,5,8,6.58,7.6275,0.8359,1.6,1.0,2.4,2,0.5,2,Jon Stephens,2,8,Family,1,115.44
674,35,VIRGINIA GREEN,France,Toulouse,2,2005-08-21,3,8.97,7,10,7.27,2.6232,0.6475,1.43,0.5774,2.7218,1,0.3333,2,Jon Stephens,2,1,Action,1,114.22
675,265,JENNIE TERRY,Czech Republic,Olomouc,2,2005-07-29,3,9.97,8,12,7.24,4.7099,0.5807,1.5,0.5345,2.8062,1,0.3333,2,Jon Stephens,2,16,Travel,1,114.08
676,286,VELMA LUCAS,Nigeria,Effon-Alaiye,1,2005-07-27,4,9.96,5,8,8.38,5.3625,0.2939,1.6,0.7071,3.3941,0,0.0,1,Mike Hillyer,4,4,Classics,1,113.58
677,34,REBECCA SCOTT,Japan,Kurashiki,2,2005-08-18,3,6.97,6,9,4.32,2.1538,1.2312,1.5,0.8944,1.6771,2,0.6667,1,Mike Hillyer,2,4,Classics,1,112.89
678,459,TOMMY COLLAZO,Iran,Qomsheh,1,2005-08-01,4,22.96,10,18,8.98,9.7177,1.4384,1.8,1.3333,1.65,1,0.25,1,Mike Hillyer,3,4,Classics,1,112.04
679,407,DALE RATCLIFF,South Africa,Rustenburg,1,2005-08-02,3,17.97,8,12,6.86,7.111,1.5624,1.5,1.069,1.4031,1,0.3333,1,Mike Hillyer,2,10,Games,2,111.25
680,297,SHERRI RHODES,India,Ahmadnagar,1,2005-07-11,3,14.97,6,9,7.15,5.8035,1.3472,1.5,0.8944,1.6771,1,0.3333,1,Mike Hillyer,2,3,Children,2,110.86
681,329,FRANK WAGGONER,Bangladesh,Jamalpur,2,2005-07-30,4,7.96,5,8,7.58,3.9717,0.0947,1.6,0.7071,3.3941,1,0.25,2,Jon Stephens,3,2,Animation,2,110.61
682,167,SALLY PIERCE,India,Chandrapur,2,2005-07-29,4,9.96,6,10,5.65,3.8706,1.1135,1.67,1.2649,1.8447,2,0.5,2,Jon Stephens,2,4,Classics,1,109.88
683,595,TERRENCE GUNDERSON,China,Jinzhou,1,2005-07-30,4,11.96,7,12,7.98,4.0747,0.976,1.71,1.1547,1.9795,2,0.5,1,Mike Hillyer,2,6,Documentary,2,108.43
684,592,TERRANCE ROUSH,Hungary,Szkesfehrvr,1,2005-07-07,3,12.97,5,7,7.99,4.996,0.9976,1.4,0.7071,2.2627,0,0.0,1,Mike Hillyer,3,6,Documentary,1,107.79
685,75,TAMMY SANDERS,Taiwan,Changhwa,2,2005-07-12,3,4.97,9,12,5.43,3.4287,-0.1345,1.33,0.5,3.3333,1,0.3333,2,Jon Stephens,2,4,Classics,1,106.67
686,348,ROGER QUINTANILLA,Taiwan,Hsichuh,2,2005-08-20,4,12.96,8,15,8.11,5.1294,0.9463,1.88,1.0,2.125,1,0.25,2,Jon Stephens,3,6,Documentary,1,106.6
687,521,ROLAND SOUTH,China,Yingkou,2,2005-08-21,3,10.97,6,9,5.82,4.1594,1.2386,1.5,0.8944,1.6771,1,0.3333,2,Jon Stephens,2,13,New,1,106.52
688,371,BILLY POULIN,Philippines,Cabuyao,1,2005-08-19,3,11.97,6,8,8.82,6.5505,0.4809,1.33,0.6325,2.6352,1,0.3333,1,Mike Hillyer,2,8,Family,1,104.96
689,522,ARNOLD HAVENS,Philippines,Santa Rosa,2,2005-08-01,4,18.96,10,18,9.68,8.1668,1.1361,1.8,1.3333,1.65,2,0.5,1,Mike Hillyer,2,10,Games,2,104.94
690,504,NATHANIEL ADAM,United States,Joliet,1,2005-07-28,3,9.97,5,7,7.59,5.81,0.4103,1.4,0.7071,2.2627,3,1.0,2,Jon Stephens,3,15,Sports,1,104.3
691,91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2,2005-07-30,3,8.97,10,15,4.59,3.9989,1.0966,1.5,0.7454,2.0125,0,0.0,2,Jon Stephens,3,5,Comedy,1,104.24
692,172,BERNICE WILLIS,Turkey,Batman,1,2005-07-27,4,16.96,3,6,10.98,6.2354,0.959,2.0,1.0,2.0,1,0.25,1,Mike Hillyer,3,3,Children,1,103.36
693,288,BOBBIE CRAIG,Mexico,Valle de Santiago,1,2005-08-19,3,6.97,5,7,4.59,3.3617,0.7092,1.4,0.7071,2.2627,1,0.3333,1,Mike Hillyer,2,3,Children,1,102.91
694,283,FELICIA SUTTON,China,Korla,1,2005-08-17,3,4.97,4,6,3.99,3.5534,0.2772,1.5,0.5774,2.5981,2,0.6667,2,Jon Stephens,2,7,Drama,1,102.36
695,308,THOMAS GRIGSBY,United States,Kansas City,1,2005-08-01,3,8.97,4,6,6.99,4.5439,0.4369,1.5,0.5774,2.5981,1,0.3333,1,Mike Hillyer,2,6,Documentary,1,102.08
696,60,MILDRED BAILEY,India,Jaipur,1,2005-08-23,3,9.97,8,12,5.86,3.9768,1.0335,1.5,0.7559,1.9843,0,0.0,1,Mike Hillyer,3,9,Foreign,1,100.87
697,560,JORDAN ARCHULETA,Argentina,Avellaneda,1,2005-08-21,3,9.97,10,14,6.99,4.2366,0.7043,1.4,0.7454,2.1466,1,0.3333,1,Mike Hillyer,2,9,Foreign,1,99.24
698,422,MELVIN ELLINGTON,China,Laohekou,1,2005-08-20,3,7.97,6,9,7.49,2.4261,0.1999,1.5,0.6325,2.3717,3,1.0,2,Jon Stephens,3,16,Travel,1,99.15
699,220,CHARLENE ALVAREZ,Tanzania,Zanzibar,2,2005-08-02,3,9.97,9,13,7.21,5.6923,0.4853,1.44,0.7906,1.9676,3,1.0,1,Mike Hillyer,3,1,Action,1,98.44
700,452,TOM MILNER,United Arab Emirates,Abu Dhabi,1,2005-06-18,3,6.97,4,6,5.74,3.5898,0.344,1.5,0.5774,2.5981,1,0.3333,1,Mike Hillyer,2,15,Sports,1,98.37
701,488,SHANE MILLARD,Mexico,La Paz,2,2005-07-28,3,6.97,4,5,8.49,3.3121,-0.4582,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,7,Drama,1,97.6
702,49,JOYCE EDWARDS,Saudi Arabia,Jedda,2,2005-08-01,3,6.97,9,13,7.76,4.2035,-0.1887,1.44,0.6124,2.5402,3,1.0,1,Mike Hillyer,3,9,Foreign,1,96.21
703,274,NAOMI JENNINGS,India,Karnal,1,2005-08-02,3,7.97,8,11,5.99,4.4007,0.4508,1.38,0.7559,2.1497,2,0.6667,2,Jon Stephens,2,13,New,1,95.86
704,237,TANYA GILBERT,South Korea,Naju,1,2005-07-31,4,10.96,6,11,8.98,5.1676,0.3828,1.83,1.0,2.1667,3,0.75,2,Jon Stephens,3,10,Games,1,95.31
705,400,BRYAN HARDISON,United States,Dallas,2,2005-08-01,3,6.97,7,10,7.41,2.932,-0.1515,1.43,0.5774,2.7218,2,0.6667,1,Mike Hillyer,2,3,Children,1,94.99
706,444,MARCUS HIDALGO,Estonia,Tartu,2,2005-08-20,3,4.97,7,10,5.99,3.3116,-0.3067,1.43,0.5774,2.7218,2,0.6667,1,Mike Hillyer,2,16,Travel,1,94.99
707,348,ROGER QUINTANILLA,Taiwan,Hsichuh,2,2005-07-29,3,12.97,8,12,6.86,6.2332,0.9802,1.5,1.069,1.4031,2,0.6667,1,Mike Hillyer,2,7,Drama,2,94.64
708,135,JUANITA MASON,India,Pune,2,2005-08-01,3,7.97,10,14,5.79,5.3442,0.4087,1.4,0.7454,2.1466,2,0.6667,1,Mike Hillyer,2,16,Travel,1,94.08
709,150,DANIELLE DANIELS,Mexico,Hidalgo,2,2005-08-21,4,14.96,8,14,7.73,6.6349,1.0893,1.75,1.5119,1.4882,1,0.25,2,Jon Stephens,3,1,Action,2,93.22
710,533,JESSIE MILAM,China,Binzhou,1,2005-07-29,4,9.96,5,8,8.98,4.054,0.2407,1.6,1.0,2.4,2,0.5,1,Mike Hillyer,2,2,Animation,1,91.63
711,238,NELLIE GARRETT,India,Shimoga,1,2005-08-17,3,11.97,5,7,8.19,5.0608,0.7477,1.4,1.0,1.6,2,0.6667,2,Jon Stephens,2,3,Children,2,91.24
712,354,JUSTIN NGO,Brazil,Santo Andr,2,2005-07-27,3,4.97,8,11,4.99,2.6143,-0.0062,1.38,0.5345,3.0401,0,0.0,2,Jon Stephens,3,3,Children,1,91.2
713,522,ARNOLD HAVENS,Philippines,Santa Rosa,2,2005-07-10,3,12.97,6,9,7.49,5.4246,1.0111,1.5,0.8944,1.6771,0,0.0,2,Jon Stephens,3,7,Drama,1,90.76
714,15,HELEN HARRIS,India,Bhopal,1,2005-08-18,3,8.97,7,10,5.84,3.5705,0.8758,1.43,1.1547,1.3609,2,0.6667,2,Jon Stephens,2,8,Family,1,89.19
715,74,DENISE KELLY,Brazil,Rio Claro,1,2005-08-23,3,6.97,9,13,5.65,3.2352,0.4073,1.44,0.7906,1.9676,2,0.6667,2,Jon Stephens,2,4,Classics,2,88.66
716,207,GERTRUDE CASTILLO,Greenland,Nuuk,1,2005-07-09,3,6.97,4,6,6.74,4.4952,0.0523,1.5,0.5774,2.5981,1,0.3333,1,Mike Hillyer,2,13,New,2,86.7
717,64,JUDITH COX,China,Daxian,2,2005-07-09,3,7.97,5,7,4.79,5.3952,0.5902,1.4,1.0,1.6,2,0.6667,1,Mike Hillyer,2,2,Animation,1,84.94
718,409,RODNEY MOELLER,Nigeria,Deba Habe,2,2005-07-28,3,8.97,6,9,6.82,3.364,0.6396,1.5,0.8944,1.6771,1,0.3333,2,Jon Stephens,2,2,Animation,1,82.56
719,448,MIGUEL BETANCOURT,Germany,Erlangen,1,2005-07-07,3,5.97,5,7,7.59,4.5012,-0.359,1.4,0.7071,2.2627,2,0.6667,2,Jon Stephens,2,4,Classics,1,81.22
720,593,RENE MCALISTER,United States,Garden Grove,2,2005-07-08,3,6.97,5,7,6.19,2.584,0.3034,1.4,0.7071,2.2627,0,0.0,2,Jon Stephens,3,1,Action,1,80.02
721,129,CARRIE PORTER,China,Liaocheng,1,2005-07-06,3,6.97,4,6,4.99,3.7328,0.5318,1.5,1.0,1.5,2,0.6667,2,Jon Stephens,2,3,Children,1,79.61
722,260,CHRISTY VARGAS,China,Datong,1,2005-07-29,3,5.97,5,7,4.99,3.8059,0.2585,1.4,0.7071,2.2627,0,0.0,1,Mike Hillyer,3,1,Action,2,78.22
723,346,ARTHUR SIMPKINS,Russian Federation,Maikop,1,2005-07-31,3,12.97,8,12,8.86,5.9527,0.6904,1.5,1.069,1.4031,1,0.3333,1,Mike Hillyer,2,8,Family,2,76.38
724,98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,1,2005-08-02,3,6.97,7,10,6.41,4.9551,0.1121,1.43,0.8165,1.9246,2,0.6667,2,Jon Stephens,2,15,Sports,2,75.56
725,151,MEGAN PALMER,China,Laiwu,2,2005-07-12,3,5.97,4,6,4.24,2.49,0.6968,1.5,1.0,1.5,0,0.0,2,Jon Stephens,3,1,Action,3,72.87
726,451,JIM REA,Mexico,El Fuerte,1,2005-08-19,4,8.96,5,9,8.58,6.9377,0.0545,1.8,1.3229,1.663,4,1.0,2,Jon Stephens,4,7,Drama,1,72.07
727,196,ALMA AUSTIN,Germany,Mannheim,1,2005-07-29,3,3.97,5,7,6.19,4.4297,-0.5003,1.4,1.0,1.6,3,1.0,2,Jon Stephens,3,2,Animation,2,68.0
728,326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,1,2005-07-31,3,6.97,6,9,6.65,4.539,0.0701,1.5,0.8944,1.6771,2,0.6667,2,Jon Stephens,2,5,Comedy,1,66.45
729,309,CHRISTOPHER GRECO,Italy,Brescia,1,2005-08-01,3,6.97,11,16,6.99,3.372,-0.0046,1.45,0.7071,2.1856,0,0.0,1,Mike Hillyer,3,3,Children,3,65.57
730,181,ANA BRADLEY,United States,Memphis,2,2005-08-19,4,15.96,9,18,11.09,8.4641,0.5752,2.0,1.4142,1.4142,0,0.0,2,Jon Stephens,4,4,Classics,1,65.44
731,57,EVELYN MORGAN,Liechtenstein,Vaduz,2,2005-07-30,3,3.97,6,9,6.15,2.9204,-0.747,1.5,0.8944,1.6771,2,0.6667,1,Mike Hillyer,2,8,Family,2,63.65
732,264,GWENDOLYN MAY,Japan,Higashiosaka,1,2005-08-17,3,7.97,4,6,6.99,4.8908,0.2014,1.5,1.0,1.5,1,0.3333,1,Mike Hillyer,2,11,Horror,1,59.72
733,497,GILBERT SLEDGE,United Kingdom,York,2,2005-07-08,3,6.97,4,6,8.49,6.6488,-0.2279,1.5,1.0,1.5,2,0.6667,1,Mike Hillyer,2,5,Comedy,2,58.33
734,468,TIM CARY,India,Bijapur,1,2005-08-23,4,10.96,8,16,10.98,9.7714,-0.002,2.0,1.3093,1.5275,2,0.5,2,Jon Stephens,2,2,Animation,1,55.83
735,311,PAUL TROUT,Russian Federation,Kursk,2,2005-08-19,3,5.97,4,6,8.99,8.1552,-0.3697,1.5,1.0,1.5,1,0.3333,2,Jon Stephens,2,12,Music,2,51.67
736,377,HOWARD FORTNER,Iran,Kermanshah,1,2005-07-07,3,2.97,4,6,4.49,1.2833,-1.1806,1.5,1.0,1.5,1,0.3333,1,Mike Hillyer,2,8,Family,2,51.67
737,28,CYNTHIA YOUNG,India,Munger (Monghyr),1,2005-08-18,3,6.97,7,10,6.84,4.7313,0.0269,1.43,1.1547,1.3609,1,0.3333,1,Mike Hillyer,2,5,Comedy,1,48.57
